SMARCD3	0.0036281179138321993
CHUK	0.0009070294784580498
RAB22A	0.0036281179138321993
MPP2	0.0009070294784580498
SZT2	0.0009070294784580498
DTX3	0.0009070294784580498
HMGXB4	0.0009070294784580498
EFEMP2	0.0009070294784580498
SYCE2	0.0009070294784580498
ETAA1	0.0036281179138321993
NR4A2	0.0036281179138321993
ASCC2	0.0036281179138321993
SMARCD2	0.0009070294784580498
FYTTD1	0.0009070294784580498
LIN9	0.008163265306122448
BCCIP	0.008163265306122448
PIGL	0.03265306122448979
ANKMY2	0.0009070294784580498
FEM1A	0.0009070294784580498
PTGR1	0.008163265306122448
HPS4	0.0009070294784580498
AP2A2	0.0009070294784580498
BCAS2	0.0009070294784580498
MFAP4	0.0009070294784580498
PIK3R2	0.008163265306122448
ANKS1A	0.0009070294784580498
ATP11B	0.0036281179138321993
LRRC28	0.0009070294784580498
ATF1	0.0009070294784580498
C18ORF55	0.0009070294784580498
EFCAB14	0.0036281179138321993
EIF3B	0.0036281179138321993
HDAC8	0.0009070294784580498
AK3	0.0036281179138321993
HES5	0.0009070294784580498
CCNB1IP1	0.0009070294784580498
ANKS3	0.0009070294784580498
RSBN1	0.0036281179138321993
FAF2	0.0036281179138321993
PSMC4	0.0036281179138321993
HMGCL	0.0009070294784580498
ERC1	0.008163265306122448
EXTL3	0.0036281179138321993
MCAT	0.0009070294784580498
NUP188	0.0009070294784580498
EPB41L5	0.0009070294784580498
MRPS22	0.0009070294784580498
DPYSL2	0.03265306122448979
SCP2	0.044444444444444446
AES	0.0036281179138321993
GNAS	0.0036281179138321993
PCNXL2	0.0009070294784580498
MAF1	0.008163265306122448
BCL9L	0.0009070294784580498
CCDC175	0.0009070294784580498
CGRRF1	0.0009070294784580498
NEIL3	0.0009070294784580498
BTBD7	0.0009070294784580498
PHLDB2	0.0009070294784580498
RNF213	0.0009070294784580498
MLLT1	0.0009070294784580498
IRS2	0.0036281179138321993
FBXO11	0.03265306122448979
RFX5	0.0009070294784580498
ANKRD27	0.0009070294784580498
COA6	0.0009070294784580498
AKAP11	0.0009070294784580498
COPS7A	0.0009070294784580498
TEX2	0.014512471655328797
C16ORF61	0.0009070294784580498
FAM36A	0.0009070294784580498
ANKRD20A1	0.0009070294784580498
DUSP14	0.0036281179138321993
CCHCR1	0.0009070294784580498
GLI2	0.0009070294784580498
PDZD4	0.0009070294784580498
PDLIM7	0.0036281179138321993
NUFIP1	0.0009070294784580498
AKIP1	0.0009070294784580498
DNAH14	0.0036281179138321993
BTAF1	0.0009070294784580498
GALNT11	0.0009070294784580498
BCS1L	0.0036281179138321993
RAP1B	0.0009070294784580498
SYT4	0.0036281179138321993
ABHD17C	0.0009070294784580498
MPP7	0.0036281179138321993
NBPF8	0.0036281179138321993
CAMKK2	0.0036281179138321993
POLDIP2	0.0009070294784580498
ABL1	0.0036281179138321993
INTS4	0.0009070294784580498
RIMS3	0.0009070294784580498
LRRC45	0.0009070294784580498
GORASP2	0.0036281179138321993
CTNNBIP1	0.0009070294784580498
TFAM	0.0009070294784580498
MRPS9	0.0036281179138321993
SLC7A1	0.0009070294784580498
BAZ2B	0.0036281179138321993
NPIPB15	0.0036281179138321993
SERPINB6	0.0009070294784580498
GBA2	0.0009070294784580498
SNX1	0.0009070294784580498
RRP8	0.0009070294784580498
DECR1	0.014512471655328797
ERICH1	0.0009070294784580498
SAMM50	0.0036281179138321993
GK	0.0036281179138321993
CDK13	0.0009070294784580498
RELA	0.0009070294784580498
IFT46	0.008163265306122448
AMD1	0.008163265306122448
SCNM1	0.0009070294784580498
KIAA00900	0.0009070294784580498
ALG14	0.0036281179138321993
NTAN1	0.0009070294784580498
RCAN3	0.0009070294784580498
METTL1	0.0009070294784580498
INPPL1	0.0009070294784580498
BHLHB9	0.0009070294784580498
TBC1D22B	0.0009070294784580498
SP2	0.0009070294784580498
PINLYP	0.0009070294784580498
LETMD1	0.0009070294784580498
GNPDA1	0.0009070294784580498
SP8	0.0009070294784580498
CCDC34	0.0009070294784580498
DTNB	0.008163265306122448
IDS	0.0036281179138321993
TBCD	0.0009070294784580498
EBF4	0.0009070294784580498
SSH2	0.0036281179138321993
LIPG	0.0009070294784580498
C7ORF27	0.0036281179138321993
MKRN1	0.008163265306122448
MPP6	0.03265306122448979
TBC1D1	0.0009070294784580498
SPATA13	0.008163265306122448
HERC1	0.0009070294784580498
SCCPDH	0.0009070294784580498
SNX3	0.0009070294784580498
ACSS1	0.0009070294784580498
RB1	0.0036281179138321993
C14ORF135	0.0009070294784580498
PALMD	0.0009070294784580498
MTUS2	0.0009070294784580498
MAP1A	0.0009070294784580498
MNS1	0.0009070294784580498
KIF18B	0.0009070294784580498
SFRS15	0.022675736961451247
PEX14	0.0009070294784580498
CCDC82	0.0009070294784580498
OBSL1	0.0009070294784580498
PAQR4	0.0009070294784580498
MSL3	0.008163265306122448
SNN	0.0036281179138321993
SPAST	0.014512471655328797
PHKG2	0.0009070294784580498
STXBP5L	0.0009070294784580498
DCTN4	0.0009070294784580498
CIZ1	0.0009070294784580498
TEX264	0.0009070294784580498
RNFT2	0.0009070294784580498
HKIAA0174H4J	0.0009070294784580498
FKBP4	0.0009070294784580498
SCMH1	0.0009070294784580498
PPP1R10	0.0009070294784580498
ABCA1	0.0036281179138321993
PKN1	0.0009070294784580498
RASSF4	0.0009070294784580498
STOM	0.0009070294784580498
CDIPT	0.0009070294784580498
OAZ2	0.0036281179138321993
FAM89B	0.0009070294784580498
POLD3	0.0009070294784580498
MFSD2A	0.0009070294784580498
